Doublet_ID	Avg_CC	No_CC	std_m_s	No_ddt_m Date Time Lat_deg Lon_deg	Depth_km Mag Date_2 Time_2 Lat_deg_2 Lon_deg_2	Depth_km_2 Mag_2
1997117_2008063	0.959	32	0.0172	20	1997/04/27	14:09:08.810	46.150	153.135	33.0	5.2	2008/03/03	11:22:35.660	46.257	152.931	10.0	5.3
1997125_2010314	0.954	18	0.0132	14	1997/05/05	05:44:17.380	14.906	119.889	33.0	5.5	2010/11/10	10:30:15.660	14.923	119.868	21.0	5.5
1997128_2011122	0.959	38	0.0177	28	1997/05/08	14:01:10.240	12.267	-87.204	59.1	5.6	2011/05/02	23:55:39.470	12.129	-87.470	28.0	5.4
1997170_2002155	0.965	36	0.0149	28	1997/06/19	10:05:19.930	24.852	125.285	49.1	5.0	2002/06/04	17:20:57.090	24.850	125.353	48.9	5.1
1997170_2007265	0.959	28	0.0153	20	1997/06/19	10:05:19.930	24.852	125.285	49.1	5.0	2007/09/22	08:00:18.940	24.855	125.267	54.4	5.1
1997170_2014260	0.970	26	0.0088	19	1997/06/19	10:05:19.930	24.852	125.285	49.1	5.0	2014/09/17	23:18:55.450	24.841	125.351	42.8	5.4
1997190_2014132	0.965	54	0.0114	43	1997/07/09	09:36:07.010	35.434	139.989	64.0	5.1	2014/05/12	23:35:02.310	35.597	140.059	55.3	5.1
1997245_2007016	0.952	25	0.0089	20	1997/09/02	00:19:48.070	41.250	142.566	54.8	5.1	2007/01/16	12:52:36.960	41.182	142.714	29.9	5.0
1997252_2007265	0.969	19	0.0146	13	1997/09/09	05:45:47.370	5.789	-77.516	21.4	5.1	2007/09/22	11:44:39.330	5.759	-77.437	24.3	5.0
1997264_2008231	0.980	51	0.0084	34	1997/09/21	22:03:04.940	51.992	-170.566	33.0	5.2	2008/08/18	02:21:19.070	52.146	-170.600	30.7	5.2
1997264_2017126	0.965	37	0.0137	26	1997/09/21	22:03:04.940	51.992	-170.566	33.0	5.2	2017/05/06	20:43:19.300	52.112	-170.543	31.7	5.2
1997267_2004133	0.960	10	0.0022	4	1997/09/24	15:16:28.340	-21.024	-174.273	33.0	5.1	2004/05/12	18:08:48.130	-20.741	-174.397	10.0	5.1
1997267_2007006	0.952	8	0.0035	3	1997/09/24	15:16:28.340	-21.024	-174.273	33.0	5.1	2007/01/06	11:10:20.340	-20.829	-174.391	33.1	5.1
1997267_2014275	0.954	15	0.0120	8	1997/09/24	15:16:28.340	-21.024	-174.273	33.0	5.1	2014/10/02	07:02:05.150	-20.931	-174.290	10.0	5.1
1997268_2016078	0.963	19	0.0134	15	1997/09/25	19:54:03.150	-12.496	166.468	33.0	5.6	2016/03/18	12:49:12.910	-12.511	166.621	29.0	5.5
1997293_2006231	0.966	28	0.0276	18	1997/10/20	05:14:40.310	-25.611	-176.815	33.0	5.3	2006/08/19	10:28:07.600	-25.624	-176.815	64.9	5.2
1997320_2012172	0.953	36	0.0153	20	1997/11/16	08:18:16.360	-4.956	103.189	58.3	5.3	2012/06/20	09:59:04.590	-4.928	103.194	69.5	5.2
1997327_2000156	0.958	17	0.0117	11	1997/11/23	08:35:47.710	-5.405	102.523	33.0	5.1	2000/06/04	17:38:03.060	-5.291	102.693	33.0	5.1
1998042_2011261	0.959	28	0.0135	21	1998/02/11	02:25:44.390	41.995	142.317	74.8	5.2	2011/09/18	10:39:48.400	42.036	142.315	69.4	5.1
